est.River.dist.lake,est.Head.river.dist,est.beta,River.dist.lake,Euc.dist.lake,Head.river.dist,BD
0.783353433,5.380126414,0.071309357,4.830710862,4.391896613,8.268748489,0.023841151
0.873559667,5.380126414,0.071546713,0.740990908,3.736616146,8.334777211,0.025034493
0.9637659,5.380126414,0.071784068,4.847711441,3.474737459,8.364931977,0.014944544
1.053972133,5.380126414,0.072021424,5.720601915,5.331989245,8.405470205,0.021600078
1.144178367,5.380126414,0.07225878,5.886363886,5.493116515,8.417696522,0.019500867
1.2343846,5.380126414,0.072496135,6.24625333,5.968655651,8.451576094,0.038672393
1.324590833,5.380126414,0.072733491,1.913977102,3.254870714,8.532752106,0.018646473
1.414797067,5.380126414,0.072970846,5.812572983,5.948315623,8.596352103,0.031606652
1.5050033,5.380126414,0.073208202,6.540878907,6.584110439,8.660479044,0.035342963
1.595209533,5.380126414,0.073445558,6.95713347,7.144050192,8.720627062,0.030418759
1.685415767,5.380126414,0.073682913,7.162044132,7.301123756,8.758875382,0.046793072
1.775622,5.380126414,0.073920269,7.686342588,7.747242858,8.889555824,0.035646099
1.865828233,5.380126414,0.074157624,7.821685284,7.815611912,8.932147543,0.047759708
1.956034467,5.380126414,0.07439498,3.575541704,3.331973618,9.033596385,0.02193031
2.0462407,5.380126414,0.074632335,4.716216967,4.843730104,9.042628417,0.028423918
2.136446933,5.380126414,0.074869691,7.542587902,7.563192727,9.233171282,0.022463863
2.226653167,5.380126414,0.075107047,8.467034897,8.420461685,9.480338752,0.036994092
2.3168594,5.380126414,0.075344402,9.242660632,9.153543969,9.834818448,0.034712555
2.407065633,5.380126414,0.075581758,9.623564316,9.499242006,10.06309748,0.021813381
2.497271867,5.380126414,0.075819113,,,,
2.5874781,5.380126414,0.076056469,,,,
2.677684333,5.380126414,0.076293825,,,,
2.767890567,5.380126414,0.07653118,,,,
2.8580968,5.380126414,0.076768536,,,,
2.948303033,5.380126414,0.077005891,,,,
3.038509267,5.380126414,0.077243247,,,,
3.1287155,5.380126414,0.077480603,,,,
3.218921733,5.380126414,0.077717958,,,,
3.309127967,5.380126414,0.077955314,,,,
3.3993342,5.380126414,0.078192669,,,,
3.489540433,5.380126414,0.078430025,,,,
3.579746667,5.380126414,0.078667381,,,,
3.6699529,5.380126414,0.078904736,,,,
3.760159133,5.380126414,0.079142092,,,,
3.850365367,5.380126414,0.079379447,,,,
3.9405716,5.380126414,0.079616803,,,,
4.030777833,5.380126414,0.079854158,,,,
4.120984067,5.380126414,0.080091514,,,,
4.2111903,5.380126414,0.08032887,,,,
4.301396533,5.380126414,0.080566225,,,,
4.391602767,5.380126414,0.080803581,,,,
4.481809,5.380126414,0.081040936,,,,
4.572015233,5.380126414,0.081278292,,,,
4.662221467,5.380126414,0.081515648,,,,
4.7524277,5.380126414,0.081753003,,,,
4.842633933,5.380126414,0.081990359,,,,
4.932840167,5.380126414,0.082227714,,,,
5.0230464,5.380126414,0.08246507,,,,
5.113252633,5.380126414,0.082702426,,,,
5.203458867,5.380126414,0.082939781,,,,
5.2936651,5.380126414,0.083177137,,,,
5.383871333,5.380126414,0.083414492,,,,
5.474077567,5.380126414,0.083651848,,,,
5.5642838,5.380126414,0.083889203,,,,
5.654490033,5.380126414,0.084126559,,,,
5.744696267,5.380126414,0.084363915,,,,
5.8349025,5.380126414,0.08460127,,,,
5.925108733,5.380126414,0.084838626,,,,
6.015314967,5.380126414,0.085075981,,,,
6.1055212,5.380126414,0.085313337,,,,
6.195727433,5.380126414,0.085550693,,,,
6.285933667,5.380126414,0.085788048,,,,
6.3761399,5.380126414,0.086025404,,,,
6.466346133,5.380126414,0.086262759,,,,
6.556552367,5.380126414,0.086500115,,,,
6.6467586,5.380126414,0.086737471,,,,
6.736964833,5.380126414,0.086974826,,,,
6.827171067,5.380126414,0.087212182,,,,
6.9173773,5.380126414,0.087449537,,,,
7.007583533,5.380126414,0.087686893,,,,
7.097789767,5.380126414,0.087924248,,,,
7.187996,5.380126414,0.088161604,,,,
7.278202233,5.380126414,0.08839896,,,,
7.368408467,5.380126414,0.088636315,,,,
7.4586147,5.380126414,0.088873671,,,,
7.548820933,5.380126414,0.089111026,,,,
7.639027167,5.380126414,0.089348382,,,,
7.7292334,5.380126414,0.089585738,,,,
7.819439633,5.380126414,0.089823093,,,,
7.909645867,5.380126414,0.090060449,,,,
7.9998521,5.380126414,0.090297804,,,,
8.090058333,5.380126414,0.09053516,,,,
8.180264567,5.380126414,0.090772516,,,,
8.2704708,5.380126414,0.091009871,,,,
8.360677033,5.380126414,0.091247227,,,,
8.450883267,5.380126414,0.091484582,,,,
8.5410895,5.380126414,0.091721938,,,,
8.631295733,5.380126414,0.091959293,,,,
8.721501967,5.380126414,0.092196649,,,,
8.8117082,5.380126414,0.092434005,,,,
8.901914433,5.380126414,0.09267136,,,,
8.992120667,5.380126414,0.092908716,,,,
9.0823269,5.380126414,0.093146071,,,,
9.172533133,5.380126414,0.093383427,,,,
9.262739367,5.380126414,0.093620783,,,,
9.3529456,5.380126414,0.093858138,,,,
9.443151833,5.380126414,0.094095494,,,,
9.533358067,5.380126414,0.094332849,,,,
9.6235643,5.380126414,0.094570205,,,,
0.6931472,5.427911828,0.07031144,,,,
0.783353433,5.427911828,0.070548538,,,,
0.873559667,5.427911828,0.070785636,,,,
0.9637659,5.427911828,0.071022735,,,,
1.053972133,5.427911828,0.071259833,,,,
1.144178367,5.427911828,0.071496931,,,,
1.2343846,5.427911828,0.071734029,,,,
1.324590833,5.427911828,0.071971127,,,,
1.414797067,5.427911828,0.072208225,,,,
1.5050033,5.427911828,0.072445323,,,,
1.595209533,5.427911828,0.072682421,,,,
1.685415767,5.427911828,0.072919519,,,,
1.775622,5.427911828,0.073156617,,,,
1.865828233,5.427911828,0.073393715,,,,
1.956034467,5.427911828,0.073630813,,,,
2.0462407,5.427911828,0.073867911,,,,
2.136446933,5.427911828,0.074105009,,,,
2.226653167,5.427911828,0.074342107,,,,
2.3168594,5.427911828,0.074579206,,,,
2.407065633,5.427911828,0.074816304,,,,
2.497271867,5.427911828,0.075053402,,,,
2.5874781,5.427911828,0.0752905,,,,
2.677684333,5.427911828,0.075527598,,,,
2.767890567,5.427911828,0.075764696,,,,
2.8580968,5.427911828,0.076001794,,,,
2.948303033,5.427911828,0.076238892,,,,
3.038509267,5.427911828,0.07647599,,,,
3.1287155,5.427911828,0.076713088,,,,
3.218921733,5.427911828,0.076950186,,,,
3.309127967,5.427911828,0.077187284,,,,
3.3993342,5.427911828,0.077424382,,,,
3.489540433,5.427911828,0.07766148,,,,
3.579746667,5.427911828,0.077898578,,,,
3.6699529,5.427911828,0.078135677,,,,
3.760159133,5.427911828,0.078372775,,,,
3.850365367,5.427911828,0.078609873,,,,
3.9405716,5.427911828,0.078846971,,,,
4.030777833,5.427911828,0.079084069,,,,
4.120984067,5.427911828,0.079321167,,,,
4.2111903,5.427911828,0.079558265,,,,
4.301396533,5.427911828,0.079795363,,,,
4.391602767,5.427911828,0.080032461,,,,
4.481809,5.427911828,0.080269559,,,,
4.572015233,5.427911828,0.080506657,,,,
4.662221467,5.427911828,0.080743755,,,,
4.7524277,5.427911828,0.080980853,,,,
4.842633933,5.427911828,0.081217951,,,,
4.932840167,5.427911828,0.081455049,,,,
5.0230464,5.427911828,0.081692147,,,,
5.113252633,5.427911828,0.081929246,,,,
5.203458867,5.427911828,0.082166344,,,,
5.2936651,5.427911828,0.082403442,,,,
5.383871333,5.427911828,0.08264054,,,,
5.474077567,5.427911828,0.082877638,,,,
5.5642838,5.427911828,0.083114736,,,,
5.654490033,5.427911828,0.083351834,,,,
5.744696267,5.427911828,0.083588932,,,,
5.8349025,5.427911828,0.08382603,,,,
5.925108733,5.427911828,0.084063128,,,,
6.015314967,5.427911828,0.084300226,,,,
6.1055212,5.427911828,0.084537324,,,,
6.195727433,5.427911828,0.084774422,,,,
6.285933667,5.427911828,0.08501152,,,,
6.3761399,5.427911828,0.085248618,,,,
6.466346133,5.427911828,0.085485717,,,,
6.556552367,5.427911828,0.085722815,,,,
6.6467586,5.427911828,0.085959913,,,,
6.736964833,5.427911828,0.086197011,,,,
6.827171067,5.427911828,0.086434109,,,,
6.9173773,5.427911828,0.086671207,,,,
7.007583533,5.427911828,0.086908305,,,,
7.097789767,5.427911828,0.087145403,,,,
7.187996,5.427911828,0.087382501,,,,
7.278202233,5.427911828,0.087619599,,,,
7.368408467,5.427911828,0.087856697,,,,
7.4586147,5.427911828,0.088093795,,,,
7.548820933,5.427911828,0.088330893,,,,
7.639027167,5.427911828,0.088567991,,,,
7.7292334,5.427911828,0.088805089,,,,
7.819439633,5.427911828,0.089042187,,,,
7.909645867,5.427911828,0.089279286,,,,
7.9998521,5.427911828,0.089516384,,,,
8.090058333,5.427911828,0.089753482,,,,
8.180264567,5.427911828,0.08999058,,,,
8.2704708,5.427911828,0.090227678,,,,
8.360677033,5.427911828,0.090464776,,,,
8.450883267,5.427911828,0.090701874,,,,
8.5410895,5.427911828,0.090938972,,,,
8.631295733,5.427911828,0.09117607,,,,
8.721501967,5.427911828,0.091413168,,,,
8.8117082,5.427911828,0.091650266,,,,
8.901914433,5.427911828,0.091887364,,,,
8.992120667,5.427911828,0.092124462,,,,
9.0823269,5.427911828,0.09236156,,,,
9.172533133,5.427911828,0.092598658,,,,
9.262739367,5.427911828,0.092835757,,,,
9.3529456,5.427911828,0.093072855,,,,
9.443151833,5.427911828,0.093309953,,,,
9.533358067,5.427911828,0.093547051,,,,
9.6235643,5.427911828,0.093784149,,,,
0.6931472,5.475697242,0.069550879,,,,
0.783353433,5.475697242,0.06978772,,,,
0.873559667,5.475697242,0.07002456,,,,
0.9637659,5.475697242,0.070261401,,,,
1.053972133,5.475697242,0.070498241,,,,
1.144178367,5.475697242,0.070735082,,,,
1.2343846,5.475697242,0.070971922,,,,
1.324590833,5.475697242,0.071208763,,,,
1.414797067,5.475697242,0.071445603,,,,
1.5050033,5.475697242,0.071682444,,,,
1.595209533,5.475697242,0.071919284,,,,
1.685415767,5.475697242,0.072156125,,,,
1.775622,5.475697242,0.072392966,,,,
1.865828233,5.475697242,0.072629806,,,,
1.956034467,5.475697242,0.072866647,,,,
2.0462407,5.475697242,0.073103487,,,,
2.136446933,5.475697242,0.073340328,,,,
2.226653167,5.475697242,0.073577168,,,,
2.3168594,5.475697242,0.073814009,,,,
2.407065633,5.475697242,0.074050849,,,,
2.497271867,5.475697242,0.07428769,,,,
2.5874781,5.475697242,0.07452453,,,,
2.677684333,5.475697242,0.074761371,,,,
2.767890567,5.475697242,0.074998212,,,,
2.8580968,5.475697242,0.075235052,,,,
2.948303033,5.475697242,0.075471893,,,,
3.038509267,5.475697242,0.075708733,,,,
3.1287155,5.475697242,0.075945574,,,,
3.218921733,5.475697242,0.076182414,,,,
3.309127967,5.475697242,0.076419255,,,,
3.3993342,5.475697242,0.076656095,,,,
3.489540433,5.475697242,0.076892936,,,,
3.579746667,5.475697242,0.077129776,,,,
3.6699529,5.475697242,0.077366617,,,,
3.760159133,5.475697242,0.077603457,,,,
3.850365367,5.475697242,0.077840298,,,,
3.9405716,5.475697242,0.078077139,,,,
4.030777833,5.475697242,0.078313979,,,,
4.120984067,5.475697242,0.07855082,,,,
4.2111903,5.475697242,0.07878766,,,,
4.301396533,5.475697242,0.079024501,,,,
4.391602767,5.475697242,0.079261341,,,,
4.481809,5.475697242,0.079498182,,,,
4.572015233,5.475697242,0.079735022,,,,
4.662221467,5.475697242,0.079971863,,,,
4.7524277,5.475697242,0.080208703,,,,
4.842633933,5.475697242,0.080445544,,,,
4.932840167,5.475697242,0.080682384,,,,
5.0230464,5.475697242,0.080919225,,,,
5.113252633,5.475697242,0.081156066,,,,
5.203458867,5.475697242,0.081392906,,,,
5.2936651,5.475697242,0.081629747,,,,
5.383871333,5.475697242,0.081866587,,,,
5.474077567,5.475697242,0.082103428,,,,
5.5642838,5.475697242,0.082340268,,,,
5.654490033,5.475697242,0.082577109,,,,
5.744696267,5.475697242,0.082813949,,,,
5.8349025,5.475697242,0.08305079,,,,
5.925108733,5.475697242,0.08328763,,,,
6.015314967,5.475697242,0.083524471,,,,
6.1055212,5.475697242,0.083761312,,,,
6.195727433,5.475697242,0.083998152,,,,
6.285933667,5.475697242,0.084234993,,,,
6.3761399,5.475697242,0.084471833,,,,
6.466346133,5.475697242,0.084708674,,,,
6.556552367,5.475697242,0.084945514,,,,
6.6467586,5.475697242,0.085182355,,,,
6.736964833,5.475697242,0.085419195,,,,
6.827171067,5.475697242,0.085656036,,,,
6.9173773,5.475697242,0.085892876,,,,
7.007583533,5.475697242,0.086129717,,,,
7.097789767,5.475697242,0.086366557,,,,
7.187996,5.475697242,0.086603398,,,,
7.278202233,5.475697242,0.086840239,,,,
7.368408467,5.475697242,0.087077079,,,,
7.4586147,5.475697242,0.08731392,,,,
7.548820933,5.475697242,0.08755076,,,,
7.639027167,5.475697242,0.087787601,,,,
7.7292334,5.475697242,0.088024441,,,,
7.819439633,5.475697242,0.088261282,,,,
7.909645867,5.475697242,0.088498122,,,,
7.9998521,5.475697242,0.088734963,,,,
8.090058333,5.475697242,0.088971803,,,,
8.180264567,5.475697242,0.089208644,,,,
8.2704708,5.475697242,0.089445485,,,,
8.360677033,5.475697242,0.089682325,,,,
8.450883267,5.475697242,0.089919166,,,,
8.5410895,5.475697242,0.090156006,,,,
8.631295733,5.475697242,0.090392847,,,,
8.721501967,5.475697242,0.090629687,,,,
8.8117082,5.475697242,0.090866528,,,,
8.901914433,5.475697242,0.091103368,,,,
8.992120667,5.475697242,0.091340209,,,,
9.0823269,5.475697242,0.091577049,,,,
9.172533133,5.475697242,0.09181389,,,,
9.262739367,5.475697242,0.09205073,,,,
9.3529456,5.475697242,0.092287571,,,,
9.443151833,5.475697242,0.092524412,,,,
9.533358067,5.475697242,0.092761252,,,,
9.6235643,5.475697242,0.092998093,,,,
0.6931472,5.523482657,0.068790318,,,,
0.783353433,5.523482657,0.069026901,,,,
0.873559667,5.523482657,0.069263484,,,,
0.9637659,5.523482657,0.069500067,,,,
1.053972133,5.523482657,0.06973665,,,,
1.144178367,5.523482657,0.069973233,,,,
1.2343846,5.523482657,0.070209816,,,,
1.324590833,5.523482657,0.070446399,,,,
1.414797067,5.523482657,0.070682982,,,,
1.5050033,5.523482657,0.070919565,,,,
1.595209533,5.523482657,0.071156148,,,,
1.685415767,5.523482657,0.071392731,,,,
1.775622,5.523482657,0.071629314,,,,
1.865828233,5.523482657,0.071865897,,,,
1.956034467,5.523482657,0.07210248,,,,
2.0462407,5.523482657,0.072339063,,,,
2.136446933,5.523482657,0.072575646,,,,
2.226653167,5.523482657,0.072812229,,,,
2.3168594,5.523482657,0.073048812,,,,
2.407065633,5.523482657,0.073285395,,,,
2.497271867,5.523482657,0.073521978,,,,
2.5874781,5.523482657,0.073758561,,,,
2.677684333,5.523482657,0.073995144,,,,
2.767890567,5.523482657,0.074231727,,,,
2.8580968,5.523482657,0.07446831,,,,
2.948303033,5.523482657,0.074704893,,,,
3.038509267,5.523482657,0.074941476,,,,
3.1287155,5.523482657,0.075178059,,,,
3.218921733,5.523482657,0.075414642,,,,
3.309127967,5.523482657,0.075651225,,,,
3.3993342,5.523482657,0.075887808,,,,
3.489540433,5.523482657,0.076124391,,,,
3.579746667,5.523482657,0.076360974,,,,
3.6699529,5.523482657,0.076597557,,,,
3.760159133,5.523482657,0.07683414,,,,
3.850365367,5.523482657,0.077070723,,,,
3.9405716,5.523482657,0.077307306,,,,
4.030777833,5.523482657,0.077543889,,,,
4.120984067,5.523482657,0.077780472,,,,
4.2111903,5.523482657,0.078017055,,,,
4.301396533,5.523482657,0.078253638,,,,
4.391602767,5.523482657,0.078490221,,,,
4.481809,5.523482657,0.078726804,,,,
4.572015233,5.523482657,0.078963387,,,,
4.662221467,5.523482657,0.079199971,,,,
4.7524277,5.523482657,0.079436554,,,,
4.842633933,5.523482657,0.079673137,,,,
4.932840167,5.523482657,0.07990972,,,,
5.0230464,5.523482657,0.080146303,,,,
5.113252633,5.523482657,0.080382886,,,,
5.203458867,5.523482657,0.080619469,,,,
5.2936651,5.523482657,0.080856052,,,,
5.383871333,5.523482657,0.081092635,,,,
5.474077567,5.523482657,0.081329218,,,,
5.5642838,5.523482657,0.081565801,,,,
5.654490033,5.523482657,0.081802384,,,,
5.744696267,5.523482657,0.082038967,,,,
5.8349025,5.523482657,0.08227555,,,,
5.925108733,5.523482657,0.082512133,,,,
6.015314967,5.523482657,0.082748716,,,,
6.1055212,5.523482657,0.082985299,,,,
6.195727433,5.523482657,0.083221882,,,,
6.285933667,5.523482657,0.083458465,,,,
6.3761399,5.523482657,0.083695048,,,,
6.466346133,5.523482657,0.083931631,,,,
6.556552367,5.523482657,0.084168214,,,,
6.6467586,5.523482657,0.084404797,,,,
6.736964833,5.523482657,0.08464138,,,,
6.827171067,5.523482657,0.084877963,,,,
6.9173773,5.523482657,0.085114546,,,,
7.007583533,5.523482657,0.085351129,,,,
7.097789767,5.523482657,0.085587712,,,,
7.187996,5.523482657,0.085824295,,,,
7.278202233,5.523482657,0.086060878,,,,
7.368408467,5.523482657,0.086297461,,,,
7.4586147,5.523482657,0.086534044,,,,
7.548820933,5.523482657,0.086770627,,,,
7.639027167,5.523482657,0.08700721,,,,
7.7292334,5.523482657,0.087243793,,,,
7.819439633,5.523482657,0.087480376,,,,
7.909645867,5.523482657,0.087716959,,,,
7.9998521,5.523482657,0.087953542,,,,
8.090058333,5.523482657,0.088190125,,,,
8.180264567,5.523482657,0.088426708,,,,
8.2704708,5.523482657,0.088663291,,,,
8.360677033,5.523482657,0.088899874,,,,
8.450883267,5.523482657,0.089136457,,,,
8.5410895,5.523482657,0.08937304,,,,
8.631295733,5.523482657,0.089609623,,,,
8.721501967,5.523482657,0.089846206,,,,
8.8117082,5.523482657,0.090082789,,,,
8.901914433,5.523482657,0.090319372,,,,
8.992120667,5.523482657,0.090555955,,,,
9.0823269,5.523482657,0.090792538,,,,
9.172533133,5.523482657,0.091029121,,,,
9.262739367,5.523482657,0.091265704,,,,
9.3529456,5.523482657,0.091502287,,,,
9.443151833,5.523482657,0.09173887,,,,
9.533358067,5.523482657,0.091975453,,,,
9.6235643,5.523482657,0.092212036,,,,
0.6931472,5.571268071,0.068029756,,,,
0.783353433,5.571268071,0.068266082,,,,
0.873559667,5.571268071,0.068502407,,,,
0.9637659,5.571268071,0.068738733,,,,
1.053972133,5.571268071,0.068975058,,,,
1.144178367,5.571268071,0.069211384,,,,
1.2343846,5.571268071,0.069447709,,,,
1.324590833,5.571268071,0.069684035,,,,
1.414797067,5.571268071,0.06992036,,,,
1.5050033,5.571268071,0.070156686,,,,
1.595209533,5.571268071,0.070393011,,,,
1.685415767,5.571268071,0.070629337,,,,
1.775622,5.571268071,0.070865662,,,,
1.865828233,5.571268071,0.071101988,,,,
1.956034467,5.571268071,0.071338313,,,,
2.0462407,5.571268071,0.071574639,,,,
2.136446933,5.571268071,0.071810964,,,,
2.226653167,5.571268071,0.07204729,,,,
2.3168594,5.571268071,0.072283615,,,,
2.407065633,5.571268071,0.072519941,,,,
2.497271867,5.571268071,0.072756266,,,,
2.5874781,5.571268071,0.072992592,,,,
2.677684333,5.571268071,0.073228917,,,,
2.767890567,5.571268071,0.073465243,,,,
2.8580968,5.571268071,0.073701568,,,,
2.948303033,5.571268071,0.073937894,,,,
3.038509267,5.571268071,0.074174219,,,,
