,est.Spatial,est.Com.Size.Gradient,est.n1,E_PC1,Com.Size.Gradient,SD,Spatial
432,-1.972434667,5.081273576,4.655905137,,,,
532,-1.877532333,5.081273576,4.707604376,,,,
632,-1.78263,5.081273576,4.759303615,,,,
732,-1.687727667,5.081273576,4.811002854,,,,
832,-1.592825333,5.081273576,4.862702093,,,,
932,-1.497923,5.081273576,4.914401333,,,,
1032,-1.403020667,5.081273576,4.966100572,,,,
1132,-1.308118333,5.081273576,5.017799811,,,,
1232,-1.213216,5.081273576,5.06949905,,,,
1332,-1.118313667,5.081273576,5.12119829,,,,
1432,-1.023411333,5.081273576,5.172897529,,,,
1532,-0.928509,5.081273576,5.224596768,,,,
1632,-0.833606667,5.081273576,5.276296007,,,,
1732,-0.738704333,5.081273576,5.327995247,,,,
1832,-0.643802,5.081273576,5.379694486,,,,
1932,-0.548899667,5.081273576,5.431393725,,,,
2032,-0.453997333,5.081273576,5.483092964,,,,
2132,-0.359095,5.081273576,5.534792203,,,,
2232,-0.264192667,5.081273576,5.586491443,,,,
2332,-0.169290333,5.081273576,5.638190682,,,,
2432,-0.074388,5.081273576,5.689889921,,,,
2532,0.020514333,5.081273576,5.74158916,,,,
2632,0.115416667,5.081273576,5.7932884,,,,
2732,0.210319,5.081273576,5.844987639,,,,
2832,0.305221333,5.081273576,5.896686878,,,,
2932,0.400123667,5.081273576,5.948386117,,,,
3032,0.495026,5.081273576,6.000085357,,,,
3132,0.589928333,5.081273576,6.051784596,,,,
3232,0.684830667,5.081273576,6.103483835,,,,
3332,0.779733,5.081273576,6.155183074,,,,
3432,0.874635333,5.081273576,6.206882313,,,,
3532,0.969537667,5.081273576,6.258581553,,,,
3632,1.06444,5.081273576,6.310280792,,,,
3732,1.159342333,5.081273576,6.361980031,,,,
3832,1.254244667,5.081273576,6.41367927,,,,
3932,1.349147,5.081273576,6.46537851,,,,
4032,1.444049333,5.081273576,6.517077749,,,,
4132,1.538951667,5.081273576,6.568776988,,,,
4232,1.633854,5.081273576,6.620476227,,,,
4332,1.728756333,5.081273576,6.672175467,,,,
4432,1.823658667,5.081273576,6.723874706,,,,
4532,1.918561,5.081273576,6.775573945,,,,
4632,2.013463333,5.081273576,6.827273184,,,,
4732,2.108365667,5.081273576,6.878972423,,,,
4832,2.203268,5.081273576,6.930671663,,,,
4932,2.298170333,5.081273576,6.982370902,,,,
5032,2.393072667,5.081273576,7.034070141,,,,
5132,2.487975,5.081273576,7.08576938,,,,
5232,2.582877333,5.081273576,7.13746862,,,,
5332,2.677779667,5.081273576,7.189167859,,,,
5432,2.772682,5.081273576,7.240867098,,,,
5532,2.867584333,5.081273576,7.292566337,,,,
5632,2.962486667,5.081273576,7.344265577,,,,
5732,3.057389,5.081273576,7.395964816,,,,
5832,3.152291333,5.081273576,7.447664055,,,,
5932,3.247193667,5.081273576,7.499363294,,,,
6032,3.342096,5.081273576,7.551062533,,,,
6132,3.436998333,5.081273576,7.602761773,,,,
6232,3.531900667,5.081273576,7.654461012,,,,
6332,3.626803,5.081273576,7.706160251,,,,
6432,3.721705333,5.081273576,7.75785949,,,,
6532,3.816607667,5.081273576,7.80955873,,,,
6632,3.91151,5.081273576,7.861257969,,,,
6732,4.006412333,5.081273576,7.912957208,,,,
6832,4.101314667,5.081273576,7.964656447,,,,
6932,4.196217,5.081273576,8.016355687,,,,
7032,4.291119333,5.081273576,8.068054926,,,,
7132,4.386021667,5.081273576,8.119754165,,,,
7232,4.480924,5.081273576,8.171453404,,,,
7332,4.575826333,5.081273576,8.223152643,,,,
7432,4.670728667,5.081273576,8.274851883,,,,
7532,4.765631,5.081273576,8.326551122,,,,
7632,4.860533333,5.081273576,8.378250361,,,,
7732,4.955435667,5.081273576,8.4299496,,,,
7832,5.050338,5.081273576,8.48164884,,,,
7932,5.145240333,5.081273576,8.533348079,,,,
8032,5.240142667,5.081273576,8.585047318,,,,
8132,5.335045,5.081273576,8.636746557,,,,
8232,5.429947333,5.081273576,8.688445797,,,,
8332,5.524849667,5.081273576,8.740145036,,,,
8432,5.619752,5.081273576,8.791844275,,,,
8532,5.714654333,5.081273576,8.843543514,,,,
8632,5.809556667,5.081273576,8.895242753,,,,
8732,5.904459,5.081273576,8.946941993,,,,
8832,5.999361333,5.081273576,8.998641232,,,,
8932,6.094263667,5.081273576,9.050340471,,,,
9032,6.189166,5.081273576,9.10203971,,,,
9132,6.284068333,5.081273576,9.15373895,,,,
9232,6.378970667,5.081273576,9.205438189,,,,
9332,6.473873,5.081273576,9.257137428,,,,
9432,6.568775333,5.081273576,9.308836667,,,,
9532,6.663677667,5.081273576,9.360535906,,,,
9632,6.75858,5.081273576,9.412235146,,,,
9732,6.853482333,5.081273576,9.463934385,,,,
9832,6.948384667,5.081273576,9.515633624,,,,
9932,7.043287,5.081273576,9.567332863,,,,
33,-2.352044,5.142924788,4.445525664,,,,
133,-2.257141667,5.142924788,4.495825,,,,
233,-2.162239333,5.142924788,4.546124336,,,,
333,-2.067337,5.142924788,4.596423672,,,,
433,-1.972434667,5.142924788,4.646723009,,,,
533,-1.877532333,5.142924788,4.697022345,,,,
633,-1.78263,5.142924788,4.747321681,,,,
733,-1.687727667,5.142924788,4.797621017,,,,
833,-1.592825333,5.142924788,4.847920354,,,,
933,-1.497923,5.142924788,4.89821969,,,,
1033,-1.403020667,5.142924788,4.948519026,,,,
1133,-1.308118333,5.142924788,4.998818363,,,,
1233,-1.213216,5.142924788,5.049117699,,,,
1333,-1.118313667,5.142924788,5.099417035,,,,
1433,-1.023411333,5.142924788,5.149716371,,,,
1533,-0.928509,5.142924788,5.200015708,,,,
1633,-0.833606667,5.142924788,5.250315044,,,,
1733,-0.738704333,5.142924788,5.30061438,,,,
1833,-0.643802,5.142924788,5.350913716,,,,
1933,-0.548899667,5.142924788,5.401213053,,,,
2033,-0.453997333,5.142924788,5.451512389,,,,
2133,-0.359095,5.142924788,5.501811725,,,,
2233,-0.264192667,5.142924788,5.552111061,,,,
2333,-0.169290333,5.142924788,5.602410398,,,,
2433,-0.074388,5.142924788,5.652709734,,,,
2533,0.020514333,5.142924788,5.70300907,,,,
2633,0.115416667,5.142924788,5.753308406,,,,
2733,0.210319,5.142924788,5.803607743,,,,
2833,0.305221333,5.142924788,5.853907079,,,,
2933,0.400123667,5.142924788,5.904206415,,,,
3033,0.495026,5.142924788,5.954505751,,,,
3133,0.589928333,5.142924788,6.004805088,,,,
3233,0.684830667,5.142924788,6.055104424,,,,
3333,0.779733,5.142924788,6.10540376,,,,
3433,0.874635333,5.142924788,6.155703096,,,,
3533,0.969537667,5.142924788,6.206002433,,,,
3633,1.06444,5.142924788,6.256301769,,,,
3733,1.159342333,5.142924788,6.306601105,,,,
3833,1.254244667,5.142924788,6.356900442,,,,
3933,1.349147,5.142924788,6.407199778,,,,
4033,1.444049333,5.142924788,6.457499114,,,,
4133,1.538951667,5.142924788,6.50779845,,,,
4233,1.633854,5.142924788,6.558097787,,,,
4333,1.728756333,5.142924788,6.608397123,,,,
4433,1.823658667,5.142924788,6.658696459,,,,
4533,1.918561,5.142924788,6.708995795,,,,
4633,2.013463333,5.142924788,6.759295132,,,,
4733,2.108365667,5.142924788,6.809594468,,,,
4833,2.203268,5.142924788,6.859893804,,,,
4933,2.298170333,5.142924788,6.91019314,,,,
5033,2.393072667,5.142924788,6.960492477,,,,
5133,2.487975,5.142924788,7.010791813,,,,
5233,2.582877333,5.142924788,7.061091149,,,,
5333,2.677779667,5.142924788,7.111390485,,,,
5433,2.772682,5.142924788,7.161689822,,,,
5533,2.867584333,5.142924788,7.211989158,,,,
5633,2.962486667,5.142924788,7.262288494,,,,
5733,3.057389,5.142924788,7.31258783,,,,
5833,3.152291333,5.142924788,7.362887167,,,,
5933,3.247193667,5.142924788,7.413186503,,,,
6033,3.342096,5.142924788,7.463485839,,,,
6133,3.436998333,5.142924788,7.513785175,,,,
6233,3.531900667,5.142924788,7.564084512,,,,
6333,3.626803,5.142924788,7.614383848,,,,
6433,3.721705333,5.142924788,7.664683184,,,,
6533,3.816607667,5.142924788,7.714982521,,,,
6633,3.91151,5.142924788,7.765281857,,,,
6733,4.006412333,5.142924788,7.815581193,,,,
6833,4.101314667,5.142924788,7.865880529,,,,
6933,4.196217,5.142924788,7.916179866,,,,
7033,4.291119333,5.142924788,7.966479202,,,,
7133,4.386021667,5.142924788,8.016778538,,,,
7233,4.480924,5.142924788,8.067077874,,,,
7333,4.575826333,5.142924788,8.117377211,,,,
7433,4.670728667,5.142924788,8.167676547,,,,
7533,4.765631,5.142924788,8.217975883,,,,
7633,4.860533333,5.142924788,8.268275219,,,,
7733,4.955435667,5.142924788,8.318574556,,,,
7833,5.050338,5.142924788,8.368873892,,,,
7933,5.145240333,5.142924788,8.419173228,,,,
8033,5.240142667,5.142924788,8.469472564,,,,
8133,5.335045,5.142924788,8.519771901,,,,
8233,5.429947333,5.142924788,8.570071237,,,,
8333,5.524849667,5.142924788,8.620370573,,,,
8433,5.619752,5.142924788,8.670669909,,,,
8533,5.714654333,5.142924788,8.720969246,,,,
8633,5.809556667,5.142924788,8.771268582,,,,
8733,5.904459,5.142924788,8.821567918,,,,
8833,5.999361333,5.142924788,8.871867254,,,,
8933,6.094263667,5.142924788,8.922166591,,,,
9033,6.189166,5.142924788,8.972465927,,,,
9133,6.284068333,5.142924788,9.022765263,,,,
9233,6.378970667,5.142924788,9.073064599,,,,
9333,6.473873,5.142924788,9.123363936,,,,
9433,6.568775333,5.142924788,9.173663272,,,,
9533,6.663677667,5.142924788,9.223962608,,,,
9633,6.75858,5.142924788,9.274261945,,,,
9733,6.853482333,5.142924788,9.324561281,,,,
9833,6.948384667,5.142924788,9.374860617,,,,
9933,7.043287,5.142924788,9.425159953,,,,
34,-2.352044,5.204576,4.441943148,,,,
134,-2.257141667,5.204576,4.490842581,,,,
234,-2.162239333,5.204576,4.539742014,,,,
334,-2.067337,5.204576,4.588641448,,,,
434,-1.972434667,5.204576,4.637540881,,,,
534,-1.877532333,5.204576,4.686440314,,,,
634,-1.78263,5.204576,4.735339747,,,,
734,-1.687727667,5.204576,4.784239181,,,,
834,-1.592825333,5.204576,4.833138614,,,,
934,-1.497923,5.204576,4.882038047,,,,
1034,-1.403020667,5.204576,4.930937481,,,,
1134,-1.308118333,5.204576,4.979836914,,,,
1234,-1.213216,5.204576,5.028736347,,,,
1334,-1.118313667,5.204576,5.07763578,,,,
1434,-1.023411333,5.204576,5.126535214,,,,
1534,-0.928509,5.204576,5.175434647,,,,
1634,-0.833606667,5.204576,5.22433408,,,,
1734,-0.738704333,5.204576,5.273233514,,,,
1834,-0.643802,5.204576,5.322132947,,,,
1934,-0.548899667,5.204576,5.37103238,,,,
2034,-0.453997333,5.204576,5.419931813,,,,
2134,-0.359095,5.204576,5.468831247,,,,
2234,-0.264192667,5.204576,5.51773068,,,,
2334,-0.169290333,5.204576,5.566630113,,,,
2434,-0.074388,5.204576,5.615529547,,,,
2534,0.020514333,5.204576,5.66442898,,,,
2634,0.115416667,5.204576,5.713328413,,,,
2734,0.210319,5.204576,5.762227846,,,,
2834,0.305221333,5.204576,5.81112728,,,,
2934,0.400123667,5.204576,5.860026713,,,,
3034,0.495026,5.204576,5.908926146,,,,
3134,0.589928333,5.204576,5.95782558,,,,
3234,0.684830667,5.204576,6.006725013,,,,
3334,0.779733,5.204576,6.055624446,,,,
3434,0.874635333,5.204576,6.104523879,,,,
3534,0.969537667,5.204576,6.153423313,,,,
3634,1.06444,5.204576,6.202322746,,,,
3734,1.159342333,5.204576,6.251222179,,,,
3834,1.254244667,5.204576,6.300121613,,,,
3934,1.349147,5.204576,6.349021046,,,,
4034,1.444049333,5.204576,6.397920479,,,,
4134,1.538951667,5.204576,6.446819913,,,,
4234,1.633854,5.204576,6.495719346,,,,
4334,1.728756333,5.204576,6.544618779,,,,
4434,1.823658667,5.204576,6.593518212,,,,
4534,1.918561,5.204576,6.642417646,,,,
4634,2.013463333,5.204576,6.691317079,,,,
4734,2.108365667,5.204576,6.740216512,,,,
4834,2.203268,5.204576,6.789115946,,,,
4934,2.298170333,5.204576,6.838015379,,,,
5034,2.393072667,5.204576,6.886914812,,,,
5134,2.487975,5.204576,6.935814245,,,,
5234,2.582877333,5.204576,6.984713679,,,,
5334,2.677779667,5.204576,7.033613112,,,,
5434,2.772682,5.204576,7.082512545,,,,
5534,2.867584333,5.204576,7.131411979,,,,
5634,2.962486667,5.204576,7.180311412,,,,
5734,3.057389,5.204576,7.229210845,,,,
5834,3.152291333,5.204576,7.278110278,,,,
5934,3.247193667,5.204576,7.327009712,,,,
6034,3.342096,5.204576,7.375909145,,,,
6134,3.436998333,5.204576,7.424808578,,,,
6234,3.531900667,5.204576,7.473708012,,,,
6334,3.626803,5.204576,7.522607445,,,,
6434,3.721705333,5.204576,7.571506878,,,,
6534,3.816607667,5.204576,7.620406311,,,,
6634,3.91151,5.204576,7.669305745,,,,
6734,4.006412333,5.204576,7.718205178,,,,
6834,4.101314667,5.204576,7.767104611,,,,
6934,4.196217,5.204576,7.816004045,,,,
7034,4.291119333,5.204576,7.864903478,,,,
7134,4.386021667,5.204576,7.913802911,,,,
7234,4.480924,5.204576,7.962702344,,,,
7334,4.575826333,5.204576,8.011601778,,,,
7434,4.670728667,5.204576,8.060501211,,,,
7534,4.765631,5.204576,8.109400644,,,,
7634,4.860533333,5.204576,8.158300078,,,,
7734,4.955435667,5.204576,8.207199511,,,,
7834,5.050338,5.204576,8.256098944,,,,
7934,5.145240333,5.204576,8.304998377,,,,
8034,5.240142667,5.204576,8.353897811,,,,
8134,5.335045,5.204576,8.402797244,,,,
8234,5.429947333,5.204576,8.451696677,,,,
8334,5.524849667,5.204576,8.500596111,,,,
8434,5.619752,5.204576,8.549495544,,,,
8534,5.714654333,5.204576,8.598394977,,,,
8634,5.809556667,5.204576,8.64729441,,,,
8734,5.904459,5.204576,8.696193844,,,,
8834,5.999361333,5.204576,8.745093277,,,,
8934,6.094263667,5.204576,8.79399271,,,,
9034,6.189166,5.204576,8.842892144,,,,
9134,6.284068333,5.204576,8.891791577,,,,
9234,6.378970667,5.204576,8.94069101,,,,
9334,6.473873,5.204576,8.989590443,,,,
9434,6.568775333,5.204576,9.038489877,,,,
9534,6.663677667,5.204576,9.08738931,,,,
9634,6.75858,5.204576,9.136288743,,,,
9734,6.853482333,5.204576,9.185188177,,,,
9834,6.948384667,5.204576,9.23408761,,,,
9934,7.043287,5.204576,9.282987043,,,,
35,-2.352044,5.266227212,4.438360632,,,,
135,-2.257141667,5.266227212,4.485860162,,,,
235,-2.162239333,5.266227212,4.533359692,,,,
335,-2.067337,5.266227212,4.580859223,,,,
435,-1.972434667,5.266227212,4.628358753,,,,
535,-1.877532333,5.266227212,4.675858283,,,,
635,-1.78263,5.266227212,4.723357814,,,,
735,-1.687727667,5.266227212,4.770857344,,,,
835,-1.592825333,5.266227212,4.818356874,,,,
935,-1.497923,5.266227212,4.865856405,,,,
1035,-1.403020667,5.266227212,4.913355935,,,,
1135,-1.308118333,5.266227212,4.960855465,,,,
1235,-1.213216,5.266227212,5.008354996,,,,
1335,-1.118313667,5.266227212,5.055854526,,,,
1435,-1.023411333,5.266227212,5.103354056,,,,
1535,-0.928509,5.266227212,5.150853586,,,,
1635,-0.833606667,5.266227212,5.198353117,,,,
1735,-0.738704333,5.266227212,5.245852647,,,,
1835,-0.643802,5.266227212,5.293352177,,,,
1935,-0.548899667,5.266227212,5.340851708,,,,
2035,-0.453997333,5.266227212,5.388351238,,,,
2135,-0.359095,5.266227212,5.435850768,,,,
2235,-0.264192667,5.266227212,5.483350299,,,,
2335,-0.169290333,5.266227212,5.530849829,,,,
2435,-0.074388,5.266227212,5.578349359,,,,
2535,0.020514333,5.266227212,5.62584889,,,,
2635,0.115416667,5.266227212,5.67334842,,,,
2735,0.210319,5.266227212,5.72084795,,,,
2835,0.305221333,5.266227212,5.768347481,,,,
2935,0.400123667,5.266227212,5.815847011,,,,
3035,0.495026,5.266227212,5.863346541,,,,
3135,0.589928333,5.266227212,5.910846072,,,,
3235,0.684830667,5.266227212,5.958345602,,,,
3335,0.779733,5.266227212,6.005845132,,,,
3435,0.874635333,5.266227212,6.053344663,,,,
3535,0.969537667,5.266227212,6.100844193,,,,
3635,1.06444,5.266227212,6.148343723,,,,
3735,1.159342333,5.266227212,6.195843253,,,,
3835,1.254244667,5.266227212,6.243342784,,,,
3935,1.349147,5.266227212,6.290842314,,,,
4035,1.444049333,5.266227212,6.338341844,,,,
4135,1.538951667,5.266227212,6.385841375,,,,
4235,1.633854,5.266227212,6.433340905,,,,
4335,1.728756333,5.266227212,6.480840435,,,,
4435,1.823658667,5.266227212,6.528339966,,,,
4535,1.918561,5.266227212,6.575839496,,,,
4635,2.013463333,5.266227212,6.623339026,,,,
4735,2.108365667,5.266227212,6.670838557,,,,
4835,2.203268,5.266227212,6.718338087,,,,
4935,2.298170333,5.266227212,6.765837617,,,,
5035,2.393072667,5.266227212,6.813337148,,,,
5135,2.487975,5.266227212,6.860836678,,,,
5235,2.582877333,5.266227212,6.908336208,,,,
5335,2.677779667,5.266227212,6.955835739,,,,
5435,2.772682,5.266227212,7.003335269,,,,
5535,2.867584333,5.266227212,7.050834799,,,,
5635,2.962486667,5.266227212,7.098334329,,,,
5735,3.057389,5.266227212,7.14583386,,,,
5835,3.152291333,5.266227212,7.19333339,,,,
5935,3.247193667,5.266227212,7.24083292,,,,
6035,3.342096,5.266227212,7.288332451,,,,
6135,3.436998333,5.266227212,7.335831981,,,,
6235,3.531900667,5.266227212,7.383331511,,,,
6335,3.626803,5.266227212,7.430831042,,,,
6435,3.721705333,5.266227212,7.478330572,,,,
6535,3.816607667,5.266227212,7.525830102,,,,
6635,3.91151,5.266227212,7.573329633,,,,
6735,4.006412333,5.266227212,7.620829163,,,,
6835,4.101314667,5.266227212,7.668328693,,,,
6935,4.196217,5.266227212,7.715828224,,,,
7035,4.291119333,5.266227212,7.763327754,,,,
7135,4.386021667,5.266227212,7.810827284,,,,
7235,4.480924,5.266227212,7.858326815,,,,
7335,4.575826333,5.266227212,7.905826345,,,,
7435,4.670728667,5.266227212,7.953325875,,,,
7535,4.765631,5.266227212,8.000825405,,,,
7635,4.860533333,5.266227212,8.048324936,,,,
7735,4.955435667,5.266227212,8.095824466,,,,
7835,5.050338,5.266227212,8.143323996,,,,
7935,5.145240333,5.266227212,8.190823527,,,,
8035,5.240142667,5.266227212,8.238323057,,,,
8135,5.335045,5.266227212,8.285822587,,,,
8235,5.429947333,5.266227212,8.333322118,,,,
8335,5.524849667,5.266227212,8.380821648,,,,
8435,5.619752,5.266227212,8.428321178,,,,
8535,5.714654333,5.266227212,8.475820709,,,,
8635,5.809556667,5.266227212,8.523320239,,,,
8735,5.904459,5.266227212,8.570819769,,,,
8835,5.999361333,5.266227212,8.6183193,,,,
8935,6.094263667,5.266227212,8.66581883,,,,
9035,6.189166,5.266227212,8.71331836,,,,
9135,6.284068333,5.266227212,8.760817891,,,,
9235,6.378970667,5.266227212,8.808317421,,,,
9335,6.473873,5.266227212,8.855816951,,,,
9435,6.568775333,5.266227212,8.903316482,,,,
9535,6.663677667,5.266227212,8.950816012,,,,
9635,6.75858,5.266227212,8.998315542,,,,
9735,6.853482333,5.266227212,9.045815072,,,,
9835,6.948384667,5.266227212,9.093314603,,,,
9935,7.043287,5.266227212,9.140814133,,,,
36,-2.352044,5.327878424,4.434778116,,,,
136,-2.257141667,5.327878424,4.480877743,,,,
236,-2.162239333,5.327878424,4.52697737,,,,
336,-2.067337,5.327878424,4.573076998,,,,
436,-1.972434667,5.327878424,4.619176625,,,,
536,-1.877532333,5.327878424,4.665276253,,,,
636,-1.78263,5.327878424,4.71137588,,,,
736,-1.687727667,5.327878424,4.757475507,,,,
836,-1.592825333,5.327878424,4.803575135,,,,
936,-1.497923,5.327878424,4.849674762,,,,
1036,-1.403020667,5.327878424,4.895774389,,,,
1136,-1.308118333,5.327878424,4.941874017,,,,
1236,-1.213216,5.327878424,4.987973644,,,,
1336,-1.118313667,5.327878424,5.034073271,,,,
1436,-1.023411333,5.327878424,5.080172899,,,,
1536,-0.928509,5.327878424,5.126272526,,,,
1636,-0.833606667,5.327878424,5.172372153,,,,
1736,-0.738704333,5.327878424,5.218471781,,,,
1836,-0.643802,5.327878424,5.264571408,,,,
1936,-0.548899667,5.327878424,5.310671035,,,,
2036,-0.453997333,5.327878424,5.356770663,,,,
2136,-0.359095,5.327878424,5.40287029,,,,
2236,-0.264192667,5.327878424,5.448969917,,,,
2336,-0.169290333,5.327878424,5.495069545,,,,
2436,-0.074388,5.327878424,5.541169172,,,,
2536,0.020514333,5.327878424,5.587268799,,,,
2636,0.115416667,5.327878424,5.633368427,,,,
2736,0.210319,5.327878424,5.679468054,,,,
2836,0.305221333,5.327878424,5.725567681,,,,
2936,0.400123667,5.327878424,5.771667309,,,,
3036,0.495026,5.327878424,5.817766936,,,,
3136,0.589928333,5.327878424,5.863866563,,,,
3236,0.684830667,5.327878424,5.909966191,,,,
3336,0.779733,5.327878424,5.956065818,,,,
3436,0.874635333,5.327878424,6.002165446,,,,
3536,0.969537667,5.327878424,6.048265073,,,,
3636,1.06444,5.327878424,6.0943647,,,,
3736,1.159342333,5.327878424,6.140464328,,,,
3836,1.254244667,5.327878424,6.186563955,,,,
3936,1.349147,5.327878424,6.232663582,,,,
4036,1.444049333,5.327878424,6.27876321,,,,
4136,1.538951667,5.327878424,6.324862837,,,,
4236,1.633854,5.327878424,6.370962464,,,,
4336,1.728756333,5.327878424,6.417062092,,,,
4436,1.823658667,5.327878424,6.463161719,,,,
4536,1.918561,5.327878424,6.509261346,,,,
4636,2.013463333,5.327878424,6.555360974,,,,
4736,2.108365667,5.327878424,6.601460601,,,,
4836,2.203268,5.327878424,6.647560228,,,,
4936,2.298170333,5.327878424,6.693659856,,,,
