,est.Spatial,est.Com.Size.Gradient,est.n1,E_PC1,Com.Size.Gradient,SD,Spatial
4226,1.633854,4.711366303,6.994746872,,,,
4326,1.728756333,4.711366303,7.054845529,,,,
4426,1.823658667,4.711366303,7.114944186,,,,
4526,1.918561,4.711366303,7.175042843,,,,
4626,2.013463333,4.711366303,7.2351415,,,,
4726,2.108365667,4.711366303,7.295240157,,,,
4826,2.203268,4.711366303,7.355338814,,,,
4926,2.298170333,4.711366303,7.415437471,,,,
5026,2.393072667,4.711366303,7.475536128,,,,
5126,2.487975,4.711366303,7.535634785,,,,
5226,2.582877333,4.711366303,7.595733442,,,,
5326,2.677779667,4.711366303,7.655832099,,,,
5426,2.772682,4.711366303,7.715930756,,,,
5526,2.867584333,4.711366303,7.776029414,,,,
5626,2.962486667,4.711366303,7.836128071,,,,
5726,3.057389,4.711366303,7.896226728,,,,
5826,3.152291333,4.711366303,7.956325385,,,,
5926,3.247193667,4.711366303,8.016424042,,,,
6026,3.342096,4.711366303,8.076522699,,,,
6126,3.436998333,4.711366303,8.136621356,,,,
6226,3.531900667,4.711366303,8.196720013,,,,
6326,3.626803,4.711366303,8.25681867,,,,
6426,3.721705333,4.711366303,8.316917327,,,,
6526,3.816607667,4.711366303,8.377015984,,,,
6626,3.91151,4.711366303,8.437114641,,,,
6726,4.006412333,4.711366303,8.497213298,,,,
6826,4.101314667,4.711366303,8.557311955,,,,
6926,4.196217,4.711366303,8.617410612,,,,
7026,4.291119333,4.711366303,8.677509269,,,,
7126,4.386021667,4.711366303,8.737607926,,,,
7226,4.480924,4.711366303,8.797706584,,,,
7326,4.575826333,4.711366303,8.857805241,,,,
7426,4.670728667,4.711366303,8.917903898,,,,
7526,4.765631,4.711366303,8.978002555,,,,
7626,4.860533333,4.711366303,9.038101212,,,,
7726,4.955435667,4.711366303,9.098199869,,,,
7826,5.050338,4.711366303,9.158298526,,,,
7926,5.145240333,4.711366303,9.218397183,,,,
8026,5.240142667,4.711366303,9.27849584,,,,
8126,5.335045,4.711366303,9.338594497,,,,
8226,5.429947333,4.711366303,9.398693154,,,,
8326,5.524849667,4.711366303,9.458791811,,,,
8426,5.619752,4.711366303,9.518890468,,,,
8526,5.714654333,4.711366303,9.578989125,,,,
8626,5.809556667,4.711366303,9.639087782,,,,
8726,5.904459,4.711366303,9.699186439,,,,
8826,5.999361333,4.711366303,9.759285096,,,,
8926,6.094263667,4.711366303,9.819383753,,,,
9026,6.189166,4.711366303,9.879482411,,,,
9126,6.284068333,4.711366303,9.939581068,,,,
9226,6.378970667,4.711366303,9.999679725,,,,
9326,6.473873,4.711366303,10.05977838,,,,
9426,6.568775333,4.711366303,10.11987704,,,,
9526,6.663677667,4.711366303,10.1799757,,,,
9626,6.75858,4.711366303,10.24007435,,,,
9726,6.853482333,4.711366303,10.30017301,,,,
9826,6.948384667,4.711366303,10.36027167,,,,
9926,7.043287,4.711366303,10.42037032,,,,
27,-2.352044,4.773017515,4.467020759,,,,
127,-2.257141667,4.773017515,4.525719514,,,,
227,-2.162239333,4.773017515,4.584418268,,,,
327,-2.067337,4.773017515,4.643117022,,,,
427,-1.972434667,4.773017515,4.701815776,,,,
527,-1.877532333,4.773017515,4.76051453,,,,
627,-1.78263,4.773017515,4.819213284,,,,
727,-1.687727667,4.773017515,4.877912038,,,,
827,-1.592825333,4.773017515,4.936610792,,,,
927,-1.497923,4.773017515,4.995309546,,,,
1027,-1.403020667,4.773017515,5.0540083,,,,
1127,-1.308118333,4.773017515,5.112707054,,,,
1227,-1.213216,4.773017515,5.171405808,,,,
1327,-1.118313667,4.773017515,5.230104563,,,,
1427,-1.023411333,4.773017515,5.288803317,,,,
1527,-0.928509,4.773017515,5.347502071,,,,
1627,-0.833606667,4.773017515,5.406200825,,,,
1727,-0.738704333,4.773017515,5.464899579,,,,
1827,-0.643802,4.773017515,5.523598333,,,,
1927,-0.548899667,4.773017515,5.582297087,,,,
2027,-0.453997333,4.773017515,5.640995841,,,,
2127,-0.359095,4.773017515,5.699694595,,,,
2227,-0.264192667,4.773017515,5.758393349,,,,
2327,-0.169290333,4.773017515,5.817092103,,,,
2427,-0.074388,4.773017515,5.875790857,,,,
2527,0.020514333,4.773017515,5.934489612,,,,
2627,0.115416667,4.773017515,5.993188366,,,,
2727,0.210319,4.773017515,6.05188712,,,,
2827,0.305221333,4.773017515,6.110585874,,,,
2927,0.400123667,4.773017515,6.169284628,,,,
3027,0.495026,4.773017515,6.227983382,,,,
3127,0.589928333,4.773017515,6.286682136,,,,
3227,0.684830667,4.773017515,6.34538089,,,,
3327,0.779733,4.773017515,6.404079644,,,,
3427,0.874635333,4.773017515,6.462778398,,,,
3527,0.969537667,4.773017515,6.521477152,,,,
3627,1.06444,4.773017515,6.580175907,,,,
3727,1.159342333,4.773017515,6.638874661,,,,
3827,1.254244667,4.773017515,6.697573415,,,,
3927,1.349147,4.773017515,6.756272169,,,,
4027,1.444049333,4.773017515,6.814970923,,,,
4127,1.538951667,4.773017515,6.873669677,,,,
4227,1.633854,4.773017515,6.932368431,,,,
4327,1.728756333,4.773017515,6.991067185,,,,
4427,1.823658667,4.773017515,7.049765939,,,,
4527,1.918561,4.773017515,7.108464693,,,,
4627,2.013463333,4.773017515,7.167163447,,,,
4727,2.108365667,4.773017515,7.225862201,,,,
4827,2.203268,4.773017515,7.284560956,,,,
4927,2.298170333,4.773017515,7.34325971,,,,
5027,2.393072667,4.773017515,7.401958464,,,,
5127,2.487975,4.773017515,7.460657218,,,,
5227,2.582877333,4.773017515,7.519355972,,,,
5327,2.677779667,4.773017515,7.578054726,,,,
5427,2.772682,4.773017515,7.63675348,,,,
5527,2.867584333,4.773017515,7.695452234,,,,
5627,2.962486667,4.773017515,7.754150988,,,,
5727,3.057389,4.773017515,7.812849742,,,,
5827,3.152291333,4.773017515,7.871548496,,,,
5927,3.247193667,4.773017515,7.930247251,,,,
6027,3.342096,4.773017515,7.988946005,,,,
6127,3.436998333,4.773017515,8.047644759,,,,
6227,3.531900667,4.773017515,8.106343513,,,,
6327,3.626803,4.773017515,8.165042267,,,,
6427,3.721705333,4.773017515,8.223741021,,,,
6527,3.816607667,4.773017515,8.282439775,,,,
6627,3.91151,4.773017515,8.341138529,,,,
6727,4.006412333,4.773017515,8.399837283,,,,
6827,4.101314667,4.773017515,8.458536037,,,,
6927,4.196217,4.773017515,8.517234791,,,,
7027,4.291119333,4.773017515,8.575933545,,,,
7127,4.386021667,4.773017515,8.6346323,,,,
7227,4.480924,4.773017515,8.693331054,,,,
7327,4.575826333,4.773017515,8.752029808,,,,
7427,4.670728667,4.773017515,8.810728562,,,,
7527,4.765631,4.773017515,8.869427316,,,,
7627,4.860533333,4.773017515,8.92812607,,,,
7727,4.955435667,4.773017515,8.986824824,,,,
7827,5.050338,4.773017515,9.045523578,,,,
7927,5.145240333,4.773017515,9.104222332,,,,
8027,5.240142667,4.773017515,9.162921086,,,,
8127,5.335045,4.773017515,9.22161984,,,,
8227,5.429947333,4.773017515,9.280318594,,,,
8327,5.524849667,4.773017515,9.339017349,,,,
8427,5.619752,4.773017515,9.397716103,,,,
8527,5.714654333,4.773017515,9.456414857,,,,
8627,5.809556667,4.773017515,9.515113611,,,,
8727,5.904459,4.773017515,9.573812365,,,,
8827,5.999361333,4.773017515,9.632511119,,,,
8927,6.094263667,4.773017515,9.691209873,,,,
9027,6.189166,4.773017515,9.749908627,,,,
9127,6.284068333,4.773017515,9.808607381,,,,
9227,6.378970667,4.773017515,9.867306135,,,,
9327,6.473873,4.773017515,9.926004889,,,,
9427,6.568775333,4.773017515,9.984703644,,,,
9527,6.663677667,4.773017515,10.0434024,,,,
9627,6.75858,4.773017515,10.10210115,,,,
9727,6.853482333,4.773017515,10.16079991,,,,
9827,6.948384667,4.773017515,10.21949866,,,,
9927,7.043287,4.773017515,10.27819741,,,,
28,-2.352044,4.834668727,4.463438243,,,,
128,-2.257141667,4.834668727,4.520737095,,,,
228,-2.162239333,4.834668727,4.578035946,,,,
328,-2.067337,4.834668727,4.635334797,,,,
428,-1.972434667,4.834668727,4.692633648,,,,
528,-1.877532333,4.834668727,4.749932499,,,,
628,-1.78263,4.834668727,4.80723135,,,,
728,-1.687727667,4.834668727,4.864530201,,,,
828,-1.592825333,4.834668727,4.921829052,,,,
928,-1.497923,4.834668727,4.979127903,,,,
1028,-1.403020667,4.834668727,5.036426755,,,,
1128,-1.308118333,4.834668727,5.093725606,,,,
1228,-1.213216,4.834668727,5.151024457,,,,
1328,-1.118313667,4.834668727,5.208323308,,,,
1428,-1.023411333,4.834668727,5.265622159,,,,
1528,-0.928509,4.834668727,5.32292101,,,,
1628,-0.833606667,4.834668727,5.380219861,,,,
1728,-0.738704333,4.834668727,5.437518712,,,,
1828,-0.643802,4.834668727,5.494817564,,,,
1928,-0.548899667,4.834668727,5.552116415,,,,
2028,-0.453997333,4.834668727,5.609415266,,,,
2128,-0.359095,4.834668727,5.666714117,,,,
2228,-0.264192667,4.834668727,5.724012968,,,,
2328,-0.169290333,4.834668727,5.781311819,,,,
2428,-0.074388,4.834668727,5.83861067,,,,
2528,0.020514333,4.834668727,5.895909521,,,,
2628,0.115416667,4.834668727,5.953208372,,,,
2728,0.210319,4.834668727,6.010507224,,,,
2828,0.305221333,4.834668727,6.067806075,,,,
2928,0.400123667,4.834668727,6.125104926,,,,
3028,0.495026,4.834668727,6.182403777,,,,
3128,0.589928333,4.834668727,6.239702628,,,,
3228,0.684830667,4.834668727,6.297001479,,,,
3328,0.779733,4.834668727,6.35430033,,,,
3428,0.874635333,4.834668727,6.411599181,,,,
3528,0.969537667,4.834668727,6.468898032,,,,
3628,1.06444,4.834668727,6.526196884,,,,
3728,1.159342333,4.834668727,6.583495735,,,,
3828,1.254244667,4.834668727,6.640794586,,,,
3928,1.349147,4.834668727,6.698093437,,,,
4028,1.444049333,4.834668727,6.755392288,,,,
4128,1.538951667,4.834668727,6.812691139,,,,
4228,1.633854,4.834668727,6.86998999,,,,
4328,1.728756333,4.834668727,6.927288841,,,,
4428,1.823658667,4.834668727,6.984587693,,,,
4528,1.918561,4.834668727,7.041886544,,,,
4628,2.013463333,4.834668727,7.099185395,,,,
4728,2.108365667,4.834668727,7.156484246,,,,
4828,2.203268,4.834668727,7.213783097,,,,
4928,2.298170333,4.834668727,7.271081948,,,,
5028,2.393072667,4.834668727,7.328380799,,,,
5128,2.487975,4.834668727,7.38567965,,,,
5228,2.582877333,4.834668727,7.442978501,,,,
5328,2.677779667,4.834668727,7.500277353,,,,
5428,2.772682,4.834668727,7.557576204,,,,
5528,2.867584333,4.834668727,7.614875055,,,,
5628,2.962486667,4.834668727,7.672173906,,,,
5728,3.057389,4.834668727,7.729472757,,,,
5828,3.152291333,4.834668727,7.786771608,,,,
5928,3.247193667,4.834668727,7.844070459,,,,
6028,3.342096,4.834668727,7.90136931,,,,
6128,3.436998333,4.834668727,7.958668161,,,,
6228,3.531900667,4.834668727,8.015967013,,,,
6328,3.626803,4.834668727,8.073265864,,,,
6428,3.721705333,4.834668727,8.130564715,,,,
6528,3.816607667,4.834668727,8.187863566,,,,
6628,3.91151,4.834668727,8.245162417,,,,
6728,4.006412333,4.834668727,8.302461268,,,,
6828,4.101314667,4.834668727,8.359760119,,,,
6928,4.196217,4.834668727,8.41705897,,,,
7028,4.291119333,4.834668727,8.474357822,,,,
7128,4.386021667,4.834668727,8.531656673,,,,
7228,4.480924,4.834668727,8.588955524,,,,
7328,4.575826333,4.834668727,8.646254375,,,,
7428,4.670728667,4.834668727,8.703553226,,,,
7528,4.765631,4.834668727,8.760852077,,,,
7628,4.860533333,4.834668727,8.818150928,,,,
7728,4.955435667,4.834668727,8.875449779,,,,
7828,5.050338,4.834668727,8.93274863,,,,
7928,5.145240333,4.834668727,8.990047482,,,,
8028,5.240142667,4.834668727,9.047346333,,,,
8128,5.335045,4.834668727,9.104645184,,,,
8228,5.429947333,4.834668727,9.161944035,,,,
8328,5.524849667,4.834668727,9.219242886,,,,
8428,5.619752,4.834668727,9.276541737,,,,
8528,5.714654333,4.834668727,9.333840588,,,,
8628,5.809556667,4.834668727,9.391139439,,,,
8728,5.904459,4.834668727,9.44843829,,,,
8828,5.999361333,4.834668727,9.505737142,,,,
8928,6.094263667,4.834668727,9.563035993,,,,
9028,6.189166,4.834668727,9.620334844,,,,
9128,6.284068333,4.834668727,9.677633695,,,,
9228,6.378970667,4.834668727,9.734932546,,,,
9328,6.473873,4.834668727,9.792231397,,,,
9428,6.568775333,4.834668727,9.849530248,,,,
9528,6.663677667,4.834668727,9.906829099,,,,
9628,6.75858,4.834668727,9.964127951,,,,
9728,6.853482333,4.834668727,10.0214268,,,,
9828,6.948384667,4.834668727,10.07872565,,,,
9928,7.043287,4.834668727,10.1360245,,,,
29,-2.352044,4.896319939,4.459855728,,,,
129,-2.257141667,4.896319939,4.515754676,,,,
229,-2.162239333,4.896319939,4.571653624,,,,
329,-2.067337,4.896319939,4.627552572,,,,
429,-1.972434667,4.896319939,4.68345152,,,,
529,-1.877532333,4.896319939,4.739350468,,,,
629,-1.78263,4.896319939,4.795249416,,,,
729,-1.687727667,4.896319939,4.851148365,,,,
829,-1.592825333,4.896319939,4.907047313,,,,
929,-1.497923,4.896319939,4.962946261,,,,
1029,-1.403020667,4.896319939,5.018845209,,,,
1129,-1.308118333,4.896319939,5.074744157,,,,
1229,-1.213216,4.896319939,5.130643105,,,,
1329,-1.118313667,4.896319939,5.186542053,,,,
1429,-1.023411333,4.896319939,5.242441002,,,,
1529,-0.928509,4.896319939,5.29833995,,,,
1629,-0.833606667,4.896319939,5.354238898,,,,
1729,-0.738704333,4.896319939,5.410137846,,,,
1829,-0.643802,4.896319939,5.466036794,,,,
1929,-0.548899667,4.896319939,5.521935742,,,,
2029,-0.453997333,4.896319939,5.57783469,,,,
2129,-0.359095,4.896319939,5.633733639,,,,
2229,-0.264192667,4.896319939,5.689632587,,,,
2329,-0.169290333,4.896319939,5.745531535,,,,
2429,-0.074388,4.896319939,5.801430483,,,,
2529,0.020514333,4.896319939,5.857329431,,,,
2629,0.115416667,4.896319939,5.913228379,,,,
2729,0.210319,4.896319939,5.969127327,,,,
2829,0.305221333,4.896319939,6.025026276,,,,
2929,0.400123667,4.896319939,6.080925224,,,,
3029,0.495026,4.896319939,6.136824172,,,,
3129,0.589928333,4.896319939,6.19272312,,,,
3229,0.684830667,4.896319939,6.248622068,,,,
3329,0.779733,4.896319939,6.304521016,,,,
3429,0.874635333,4.896319939,6.360419964,,,,
3529,0.969537667,4.896319939,6.416318913,,,,
3629,1.06444,4.896319939,6.472217861,,,,
3729,1.159342333,4.896319939,6.528116809,,,,
3829,1.254244667,4.896319939,6.584015757,,,,
3929,1.349147,4.896319939,6.639914705,,,,
4029,1.444049333,4.896319939,6.695813653,,,,
4129,1.538951667,4.896319939,6.751712601,,,,
4229,1.633854,4.896319939,6.80761155,,,,
4329,1.728756333,4.896319939,6.863510498,,,,
4429,1.823658667,4.896319939,6.919409446,,,,
4529,1.918561,4.896319939,6.975308394,,,,
4629,2.013463333,4.896319939,7.031207342,,,,
4729,2.108365667,4.896319939,7.08710629,,,,
4829,2.203268,4.896319939,7.143005238,,,,
4929,2.298170333,4.896319939,7.198904187,,,,
5029,2.393072667,4.896319939,7.254803135,,,,
5129,2.487975,4.896319939,7.310702083,,,,
5229,2.582877333,4.896319939,7.366601031,,,,
5329,2.677779667,4.896319939,7.422499979,,,,
5429,2.772682,4.896319939,7.478398927,,,,
5529,2.867584333,4.896319939,7.534297875,,,,
5629,2.962486667,4.896319939,7.590196824,,,,
5729,3.057389,4.896319939,7.646095772,,,,
5829,3.152291333,4.896319939,7.70199472,,,,
5929,3.247193667,4.896319939,7.757893668,,,,
6029,3.342096,4.896319939,7.813792616,,,,
6129,3.436998333,4.896319939,7.869691564,,,,
6229,3.531900667,4.896319939,7.925590512,,,,
6329,3.626803,4.896319939,7.981489461,,,,
6429,3.721705333,4.896319939,8.037388409,,,,
6529,3.816607667,4.896319939,8.093287357,,,,
6629,3.91151,4.896319939,8.149186305,,,,
6729,4.006412333,4.896319939,8.205085253,,,,
6829,4.101314667,4.896319939,8.260984201,,,,
6929,4.196217,4.896319939,8.316883149,,,,
7029,4.291119333,4.896319939,8.372782098,,,,
7129,4.386021667,4.896319939,8.428681046,,,,
7229,4.480924,4.896319939,8.484579994,,,,
7329,4.575826333,4.896319939,8.540478942,,,,
7429,4.670728667,4.896319939,8.59637789,,,,
7529,4.765631,4.896319939,8.652276838,,,,
7629,4.860533333,4.896319939,8.708175786,,,,
7729,4.955435667,4.896319939,8.764074735,,,,
7829,5.050338,4.896319939,8.819973683,,,,
7929,5.145240333,4.896319939,8.875872631,,,,
8029,5.240142667,4.896319939,8.931771579,,,,
8129,5.335045,4.896319939,8.987670527,,,,
8229,5.429947333,4.896319939,9.043569475,,,,
8329,5.524849667,4.896319939,9.099468423,,,,
8429,5.619752,4.896319939,9.155367372,,,,
8529,5.714654333,4.896319939,9.21126632,,,,
8629,5.809556667,4.896319939,9.267165268,,,,
8729,5.904459,4.896319939,9.323064216,,,,
8829,5.999361333,4.896319939,9.378963164,,,,
8929,6.094263667,4.896319939,9.434862112,,,,
9029,6.189166,4.896319939,9.49076106,,,,
9129,6.284068333,4.896319939,9.546660009,,,,
9229,6.378970667,4.896319939,9.602558957,,,,
9329,6.473873,4.896319939,9.658457905,,,,
9429,6.568775333,4.896319939,9.714356853,,,,
9529,6.663677667,4.896319939,9.770255801,,,,
9629,6.75858,4.896319939,9.826154749,,,,
9729,6.853482333,4.896319939,9.882053697,,,,
9829,6.948384667,4.896319939,9.937952646,,,,
9929,7.043287,4.896319939,9.993851594,,,,
30,-2.352044,4.957971152,4.456273212,,,,
130,-2.257141667,4.957971152,4.510772257,,,,
230,-2.162239333,4.957971152,4.565271302,,,,
330,-2.067337,4.957971152,4.619770347,,,,
430,-1.972434667,4.957971152,4.674269392,,,,
530,-1.877532333,4.957971152,4.728768437,,,,
630,-1.78263,4.957971152,4.783267483,,,,
730,-1.687727667,4.957971152,4.837766528,,,,
830,-1.592825333,4.957971152,4.892265573,,,,
930,-1.497923,4.957971152,4.946764618,,,,
1030,-1.403020667,4.957971152,5.001263663,,,,
1130,-1.308118333,4.957971152,5.055762708,,,,
1230,-1.213216,4.957971152,5.110261754,,,,
1330,-1.118313667,4.957971152,5.164760799,,,,
1430,-1.023411333,4.957971152,5.219259844,,,,
1530,-0.928509,4.957971152,5.273758889,,,,
1630,-0.833606667,4.957971152,5.328257934,,,,
1730,-0.738704333,4.957971152,5.382756979,,,,
1830,-0.643802,4.957971152,5.437256025,,,,
1930,-0.548899667,4.957971152,5.49175507,,,,
2030,-0.453997333,4.957971152,5.546254115,,,,
2130,-0.359095,4.957971152,5.60075316,,,,
2230,-0.264192667,4.957971152,5.655252205,,,,
2330,-0.169290333,4.957971152,5.709751251,,,,
2430,-0.074388,4.957971152,5.764250296,,,,
2530,0.020514333,4.957971152,5.818749341,,,,
2630,0.115416667,4.957971152,5.873248386,,,,
2730,0.210319,4.957971152,5.927747431,,,,
2830,0.305221333,4.957971152,5.982246476,,,,
2930,0.400123667,4.957971152,6.036745522,,,,
3030,0.495026,4.957971152,6.091244567,,,,
3130,0.589928333,4.957971152,6.145743612,,,,
3230,0.684830667,4.957971152,6.200242657,,,,
3330,0.779733,4.957971152,6.254741702,,,,
3430,0.874635333,4.957971152,6.309240747,,,,
3530,0.969537667,4.957971152,6.363739793,,,,
3630,1.06444,4.957971152,6.418238838,,,,
3730,1.159342333,4.957971152,6.472737883,,,,
3830,1.254244667,4.957971152,6.527236928,,,,
3930,1.349147,4.957971152,6.581735973,,,,
4030,1.444049333,4.957971152,6.636235018,,,,
4130,1.538951667,4.957971152,6.690734064,,,,
4230,1.633854,4.957971152,6.745233109,,,,
4330,1.728756333,4.957971152,6.799732154,,,,
4430,1.823658667,4.957971152,6.854231199,,,,
4530,1.918561,4.957971152,6.908730244,,,,
4630,2.013463333,4.957971152,6.963229289,,,,
4730,2.108365667,4.957971152,7.017728335,,,,
4830,2.203268,4.957971152,7.07222738,,,,
4930,2.298170333,4.957971152,7.126726425,,,,
5030,2.393072667,4.957971152,7.18122547,,,,
5130,2.487975,4.957971152,7.235724515,,,,
5230,2.582877333,4.957971152,7.290223561,,,,
5330,2.677779667,4.957971152,7.344722606,,,,
5430,2.772682,4.957971152,7.399221651,,,,
5530,2.867584333,4.957971152,7.453720696,,,,
5630,2.962486667,4.957971152,7.508219741,,,,
5730,3.057389,4.957971152,7.562718786,,,,
5830,3.152291333,4.957971152,7.617217832,,,,
5930,3.247193667,4.957971152,7.671716877,,,,
6030,3.342096,4.957971152,7.726215922,,,,
6130,3.436998333,4.957971152,7.780714967,,,,
6230,3.531900667,4.957971152,7.835214012,,,,
6330,3.626803,4.957971152,7.889713057,,,,
6430,3.721705333,4.957971152,7.944212103,,,,
6530,3.816607667,4.957971152,7.998711148,,,,
6630,3.91151,4.957971152,8.053210193,,,,
6730,4.006412333,4.957971152,8.107709238,,,,
6830,4.101314667,4.957971152,8.162208283,,,,
6930,4.196217,4.957971152,8.216707328,,,,
7030,4.291119333,4.957971152,8.271206374,,,,
7130,4.386021667,4.957971152,8.325705419,,,,
7230,4.480924,4.957971152,8.380204464,,,,
7330,4.575826333,4.957971152,8.434703509,,,,
7430,4.670728667,4.957971152,8.489202554,,,,
7530,4.765631,4.957971152,8.543701599,,,,
7630,4.860533333,4.957971152,8.598200645,,,,
7730,4.955435667,4.957971152,8.65269969,,,,
7830,5.050338,4.957971152,8.707198735,,,,
7930,5.145240333,4.957971152,8.76169778,,,,
8030,5.240142667,4.957971152,8.816196825,,,,
8130,5.335045,4.957971152,8.870695871,,,,
8230,5.429947333,4.957971152,8.925194916,,,,
8330,5.524849667,4.957971152,8.979693961,,,,
8430,5.619752,4.957971152,9.034193006,,,,
8530,5.714654333,4.957971152,9.088692051,,,,
8630,5.809556667,4.957971152,9.143191096,,,,
8730,5.904459,4.957971152,9.197690142,,,,
8830,5.999361333,4.957971152,9.252189187,,,,
8930,6.094263667,4.957971152,9.306688232,,,,
9030,6.189166,4.957971152,9.361187277,,,,
9130,6.284068333,4.957971152,9.415686322,,,,
9230,6.378970667,4.957971152,9.470185367,,,,
9330,6.473873,4.957971152,9.524684413,,,,
9430,6.568775333,4.957971152,9.579183458,,,,
9530,6.663677667,4.957971152,9.633682503,,,,
9630,6.75858,4.957971152,9.688181548,,,,
9730,6.853482333,4.957971152,9.742680593,,,,
9830,6.948384667,4.957971152,9.797179638,,,,
9930,7.043287,4.957971152,9.851678684,,,,
31,-2.352044,5.019622364,4.452690696,,,,
131,-2.257141667,5.019622364,4.505789838,,,,
231,-2.162239333,5.019622364,4.55888898,,,,
331,-2.067337,5.019622364,4.611988122,,,,
431,-1.972434667,5.019622364,4.665087264,,,,
531,-1.877532333,5.019622364,4.718186407,,,,
631,-1.78263,5.019622364,4.771285549,,,,
731,-1.687727667,5.019622364,4.824384691,,,,
831,-1.592825333,5.019622364,4.877483833,,,,
931,-1.497923,5.019622364,4.930582975,,,,
1031,-1.403020667,5.019622364,4.983682118,,,,
1131,-1.308118333,5.019622364,5.03678126,,,,
1231,-1.213216,5.019622364,5.089880402,,,,
1331,-1.118313667,5.019622364,5.142979544,,,,
1431,-1.023411333,5.019622364,5.196078686,,,,
1531,-0.928509,5.019622364,5.249177829,,,,
1631,-0.833606667,5.019622364,5.302276971,,,,
1731,-0.738704333,5.019622364,5.355376113,,,,
1831,-0.643802,5.019622364,5.408475255,,,,
1931,-0.548899667,5.019622364,5.461574397,,,,
2031,-0.453997333,5.019622364,5.51467354,,,,
2131,-0.359095,5.019622364,5.567772682,,,,
2231,-0.264192667,5.019622364,5.620871824,,,,
2331,-0.169290333,5.019622364,5.673970966,,,,
2431,-0.074388,5.019622364,5.727070108,,,,
2531,0.020514333,5.019622364,5.780169251,,,,
2631,0.115416667,5.019622364,5.833268393,,,,
2731,0.210319,5.019622364,5.886367535,,,,
2831,0.305221333,5.019622364,5.939466677,,,,
2931,0.400123667,5.019622364,5.992565819,,,,
3031,0.495026,5.019622364,6.045664962,,,,
3131,0.589928333,5.019622364,6.098764104,,,,
3231,0.684830667,5.019622364,6.151863246,,,,
3331,0.779733,5.019622364,6.204962388,,,,
3431,0.874635333,5.019622364,6.25806153,,,,
3531,0.969537667,5.019622364,6.311160673,,,,
3631,1.06444,5.019622364,6.364259815,,,,
3731,1.159342333,5.019622364,6.417358957,,,,
3831,1.254244667,5.019622364,6.470458099,,,,
3931,1.349147,5.019622364,6.523557241,,,,
4031,1.444049333,5.019622364,6.576656384,,,,
4131,1.538951667,5.019622364,6.629755526,,,,
4231,1.633854,5.019622364,6.682854668,,,,
4331,1.728756333,5.019622364,6.73595381,,,,
4431,1.823658667,5.019622364,6.789052952,,,,
4531,1.918561,5.019622364,6.842152095,,,,
4631,2.013463333,5.019622364,6.895251237,,,,
4731,2.108365667,5.019622364,6.948350379,,,,
4831,2.203268,5.019622364,7.001449521,,,,
4931,2.298170333,5.019622364,7.054548663,,,,
5031,2.393072667,5.019622364,7.107647806,,,,
5131,2.487975,5.019622364,7.160746948,,,,
5231,2.582877333,5.019622364,7.21384609,,,,
5331,2.677779667,5.019622364,7.266945232,,,,
5431,2.772682,5.019622364,7.320044374,,,,
5531,2.867584333,5.019622364,7.373143517,,,,
5631,2.962486667,5.019622364,7.426242659,,,,
5731,3.057389,5.019622364,7.479341801,,,,
5831,3.152291333,5.019622364,7.532440943,,,,
5931,3.247193667,5.019622364,7.585540085,,,,
6031,3.342096,5.019622364,7.638639228,,,,
6131,3.436998333,5.019622364,7.69173837,,,,
6231,3.531900667,5.019622364,7.744837512,,,,
6331,3.626803,5.019622364,7.797936654,,,,
6431,3.721705333,5.019622364,7.851035796,,,,
6531,3.816607667,5.019622364,7.904134939,,,,
6631,3.91151,5.019622364,7.957234081,,,,
6731,4.006412333,5.019622364,8.010333223,,,,
6831,4.101314667,5.019622364,8.063432365,,,,
6931,4.196217,5.019622364,8.116531507,,,,
7031,4.291119333,5.019622364,8.16963065,,,,
7131,4.386021667,5.019622364,8.222729792,,,,
7231,4.480924,5.019622364,8.275828934,,,,
7331,4.575826333,5.019622364,8.328928076,,,,
7431,4.670728667,5.019622364,8.382027218,,,,
7531,4.765631,5.019622364,8.435126361,,,,
7631,4.860533333,5.019622364,8.488225503,,,,
7731,4.955435667,5.019622364,8.541324645,,,,
7831,5.050338,5.019622364,8.594423787,,,,
7931,5.145240333,5.019622364,8.647522929,,,,
8031,5.240142667,5.019622364,8.700622072,,,,
8131,5.335045,5.019622364,8.753721214,,,,
8231,5.429947333,5.019622364,8.806820356,,,,
8331,5.524849667,5.019622364,8.859919498,,,,
8431,5.619752,5.019622364,8.913018641,,,,
8531,5.714654333,5.019622364,8.966117783,,,,
8631,5.809556667,5.019622364,9.019216925,,,,
8731,5.904459,5.019622364,9.072316067,,,,
8831,5.999361333,5.019622364,9.125415209,,,,
8931,6.094263667,5.019622364,9.178514352,,,,
9031,6.189166,5.019622364,9.231613494,,,,
9131,6.284068333,5.019622364,9.284712636,,,,
9231,6.378970667,5.019622364,9.337811778,,,,
9331,6.473873,5.019622364,9.39091092,,,,
9431,6.568775333,5.019622364,9.444010063,,,,
9531,6.663677667,5.019622364,9.497109205,,,,
9631,6.75858,5.019622364,9.550208347,,,,
9731,6.853482333,5.019622364,9.603307489,,,,
9831,6.948384667,5.019622364,9.656406631,,,,
9931,7.043287,5.019622364,9.709505774,,,,
32,-2.352044,5.081273576,4.44910818,,,,
132,-2.257141667,5.081273576,4.500807419,,,,
232,-2.162239333,5.081273576,4.552506658,,,,
332,-2.067337,5.081273576,4.604205897,,,,
